x,y,z
56,273,-1292
-46,195,-931
66,-132,-833
52,-216,-835
-87,-286,-712
-21,19,-981
-37,21,-1296
-11,247,-1323
-25,187,-1231
156,226,-1065
1,33,-829
91,-247,-743
13,-181,-776
-81,-87,-979
-162,83,-1241
62,228,-1382
103,169,-1300
68,259,-1081
17,15,-804
91,-281,-808
-85,-251,-751
-107,-9,-923
-56,183,-1155
3,158,-1374
37,277,-1311
56,148,-1093
58,74,-899
119,-259,-792
52,-302,-796
-76,-83,-888
-109,76,-1106
17,255,-1391
44,302,-1311
44,214,-1118
7,146,-872
226,-261,-845
21,-183,-774
-158,-208,-827
-48,33,-1124
-13,204,-1329
66,306,-1426
66,187,-1108
119,128,-985
29,-46,-776
7,-247,-720
-124,-204,-853
54,-5,-1075
-11,140,-1272
27,327,-1389
-9,122,-1208
9,150,-962
130,-70,-860
-17,-247,-714
-195,-130,-821
13,35,-1118
-175,183,-1315
-85,177,-1366
122,249,-1266
37,201,-946
52,-113,-827
21,-382,-755
-134,-122,-765
-191,44,-1003
-39,97,-1376
-111,177,-1305
111,409,-1206
66,306,-1032
85,-13,-936
-35,-355,-772
-27,-370,-790
-93,-13,-1015
-50,27,-1186
-93,122,-1251
-15,382,-1260
46,366,-1095
48,191,-944
111,-296,-952
-42,-382,-747
-9,-128,-835
-132,70,-1136
-81,169,-1259
3,107,-1284
54,368,-1120
17,160,-1032
177,-124,-913
35,-466,-741
-148,-68,-774
-95,-3,-1018
5,286,-1268
13,255,-1360
109,316,-1309
154,78,-1052
140,-154,-874
-29,-288,-708
-39,-310,-720
-68,-121,-923
-54,242,-1235
25,339,-1407
121,450,-1348
-39,244,-999
304,-210,-923
89,-343,-757
-193,-314,-579
-193,-162,-825
-25,93,-1276
23,392,-1493
-15,437,-1331
113,253,-1171
83,-101,-952
85,-298,-692
-212,-314,-544
-54,-99,-860
-74,48,-1202
21,284,-1503
89,419,-1444
103,263,-1175
152,-126,-927
50,-277,-669
-99,-279,-581
-101,-113,-808
-66,81,-1223
7,327,-1479
54,417,-1471
1,304,-1184
81,-21,-897
124,-331,-681
-87,-324,-548
-99,-228,-810
-142,-39,-1214
-60,324,-1442
9,484,-1501
50,413,-1237
83,44,-960
1,-222,-677
-46,-427,-562
-183,-167,-737
-91,-64,-1198
-46,162,-1405
-5,447,-1483
68,398,-1278
130,132,-1013
56,-216,-698
-64,-320,-595
-146,-146,-749
-105,-44,-1134
9,158,-1389
121,372,-1508
89,392,-1294
111,83,-1036
48,-265,-712
54,-331,-589
-115,-150,-694
-111,-91,-1026
-23,113,-1339
80,448,-1532
-11,402,-1364
52,187,-1034
91,-197,-769
35,-419,-620
-140,-156,-616
-60,-122,-991
-19,87,-1368
-3,335,-1501
31,464,-1327
111,216,-1077
39,-15,-854
54,-435,-650
-148,-263,-616
-140,-99,-897
-54,23,-1300
1,242,-1524
1,468,-1391
181,308,-1118
163,-54,-835
44,-349,-698
-199,-273,-525
-58,-179,-831
-23,144,-1313
19,263,-1553
35,349,-1358
44,288,-1130
214,33,-919
167,-318,-659
-152,-407,-523
-87,-171,-829
-91,70,-1233
-11,351,-1477
31,394,-1501
62,337,-1208
66,-35,-854
85,-269,-614
-29,-357,-609
-78,-218,-769
-138,48,-1153
-15,247,-1487
54,448,-1520
60,388,-1243
33,105,-933
95,-302,-696
-25,-331,-597
-103,-234,-763
-128,27,-1132
-40,191,-1407
70,447,-1503
81,335,-1262
99,148,-985
78,-201,-728
-70,-407,-534
-27,-197,-724
-97,23,-1116
-46,269,-1419
3,294,-1469
165,398,-1321
117,99,-1044
62,-140,-778
15,-456,-548
-21,-199,-679
-97,-46,-1046
-126,249,-1382
-15,296,-1456
80,388,-1311
197,269,-1118
101,-132,-886
-152,-450,-536
-99,-370,-634
-83,-9,-960
-220,242,-1272
-46,284,-1536
74,333,-1382
158,320,-1098
42,11,-946
-72,-447,-640
-9,-445,-634
-124,9,-858
-247,146,-1155
42,236,-1586
40,355,-1397
119,275,-1139
234,175,-964
11,-382,-751
29,-484,-525
-189,-236,-689
-189,208,-1175
-1,378,-1491
27,230,-1497
214,222,-1116
275,417,-1048
9,-448,-839
-109,-493,-450
-169,-372,-626
-146,242,-1141
0,404,-1465
25,177,-1489
228,255,-1243
117,353,-1132
-13,-113,-784
-91,-659,-447
-35,-468,-636
-238,226,-979
19,441,-1460
-91,160,-1506
230,103,-1385
0,528,-1071
216,-62,-849
-44,-568,-462
-83,-540,-601
-240,40,-909
-5,484,-1473
-74,284,-1559
181,42,-1383
130,404,-1120
212,58,-845
-17,-437,-519
-160,-556,-515
-179,-130,-866
-89,460,-1397
46,417,-1592
119,87,-1397
119,249,-1153
193,148,-880
54,-339,-552
-230,-538,-480
-158,-226,-804
-11,429,-1358
29,419,-1618
-9,212,-1380
261,183,-1225
175,216,-948
-17,-355,-610
-245,-366,-409
-111,-458,-751
-50,302,-1327
-9,488,-1604
39,283,-1428
150,210,-1227
130,181,-970
-62,-273,-628
-130,-407,-423
-113,-448,-700
-154,224,-1276
-29,583,-1602
-3,429,-1458
177,95,-1272
142,64,-1065
-105,-89,-583
35,-614,-431
-193,-271,-675
-165,97,-1198
31,550,-1649
-3,480,-1506
126,-15,-1237
101,115,-1015
101,-185,-675
19,-247,-396
-197,-468,-681
-160,-17,-1167
64,542,-1616
-78,527,-1553
128,46,-1270
58,35,-989
162,-119,-622
3,-195,-450
-263,-456,-685
-187,-222,-1098
83,480,-1565
5,546,-1645
0,210,-1260
101,-1,-929
249,-85,-751
-85,-236,-478
-312,-417,-546
-97,-277,-1143
93,423,-1604
-17,437,-1573
-21,493,-1196
201,-113,-1054
163,-132,-718
-117,-199,-450
-111,-294,-591
-103,-296,-1138
-54,195,-1526
33,587,-1520
105,452,-1364
150,-87,-991
177,-167,-696
-37,-158,-497
-35,-380,-609
-183,-144,-1038
-27,70,-1444
19,579,-1569
80,427,-1428
95,21,-1013
191,-175,-720
-23,-111,-505
-19,-318,-642
-195,-187,-983
-54,-1,-1393
33,568,-1565
95,372,-1428
-9,121,-1020
89,-189,-761
39,-228,-595
-150,-173,-585
-230,-257,-899
-11,-42,-1368
56,482,-1536
39,612,-1458
17,193,-1079
156,-263,-817
40,-191,-624
-183,-214,-599
-177,-290,-831
-152,-87,-1260
-1,335,-1549
66,749,-1465
195,181,-1249
54,17,-819
83,-277,-624
72,-195,-677
-197,-333,-763
-181,-128,-1077
150,216,-1485
76,648,-1598
134,464,-1301
89,-33,-915
130,-335,-661
121,-193,-651
-372,-283,-546
-25,-162,-1075
87,173,-1458
-5,650,-1639
25,546,-1421
101,87,-987
203,-517,-663
-175,-341,-538
-249,-124,-575
-52,-185,-942
-23,189,-1506
-33,562,-1645
121,577,-1499
-23,238,-991
177,-443,-753
-111,-503,-521
-189,-253,-447
-124,111,-864
-183,-85,-1583
74,448,-1626
113,556,-1528
105,571,-1128
175,-521,-774
-165,-484,-335
99,-382,-493
-204,187,-954
-365,-222,-1454
160,404,-1528
152,583,-1659
203,577,-1169
46,-394,-673
-126,-583,-296
195,-400,-632
-466,279,-827
-236,-148,-1335
228,156,-1709
56,599,-1649
230,626,-1161
-17,-109,-700
-111,-925,-398
54,-222,-575
-417,193,-739
-83,33,-1253
204,-124,-1838
-17,694,-1626
242,491,-1204
-40,124,-671
48,-931,-454
37,-144,-464
-167,-91,-772
-222,259,-1229
70,-257,-1842
-107,743,-1581
226,419,-1186
134,230,-737
154,-849,-534
-99,-267,-388
-228,9,-745
-62,37,-1210
46,119,-1799
23,573,-1614
163,224,-1196
1,478,-710
300,-648,-550
64,-605,-519
-234,-150,-671
-204,122,-1139
126,357,-1756
46,333,-1682
171,491,-1143
48,191,-749
267,-314,-712
-201,-774,-480
-257,-228,-692
-54,240,-1110
101,390,-1737
-48,189,-1649
89,413,-1108
179,224,-942
216,-189,-714
-210,-730,-450
-158,-175,-673
-134,306,-1143
-119,199,-1573
140,324,-1649
-11,306,-1218
187,263,-936
206,-308,-714
-206,-407,-495
-165,-411,-653
-113,351,-952
72,64,-1622
68,439,-1588
-83,220,-1380
64,406,-946
169,-130,-759
-21,-538,-591
-81,-286,-456
-87,-177,-1018
-121,259,-1485
117,396,-1702
-93,527,-1305
216,93,-1048
27,11,-810
0,-337,-499
-121,-454,-517
-259,-201,-956
-33,173,-1479
-13,560,-1645
48,378,-1424
152,179,-1052
230,-70,-815
-81,-312,-499
-54,-337,-562
-189,-214,-854
-117,140,-1442
-97,464,-1657
163,400,-1469
134,240,-1093
97,-132,-806
17,-322,-519
-56,-366,-523
-232,-158,-796
-62,48,-1385
-31,382,-1627
1,482,-1475
216,288,-1216
111,-74,-849
0,-284,-517
-80,-368,-476
-87,-240,-778
-85,46,-1296
-17,325,-1577
119,376,-1547
52,409,-1241
91,-85,-860
50,-232,-536
-124,-345,-480
-187,-162,-751
-85,-107,-1221
-54,359,-1588
81,388,-1579
23,394,-1243
160,-7,-876
39,-251,-579
-60,-370,-530
-138,-261,-685
-185,-13,-1128
-103,265,-1526
150,464,-1645
17,493,-1262
191,-74,-952
68,-165,-648
11,-404,-484
-83,-325,-657
-117,-130,-1124
-154,296,-1415
189,435,-1588
95,495,-1364
228,119,-1030
44,-183,-661
-27,-400,-478
-42,-333,-626
-95,-91,-1075
-111,126,-1389
206,507,-1569
66,493,-1460
167,134,-1052
35,-206,-648
0,-351,-540
-136,-214,-597
-130,-163,-995
-150,64,-1366
68,456,-1596
40,589,-1452
154,193,-1085
58,-208,-765
-3,-388,-476
-64,-162,-585
-171,-150,-929
-117,17,-1352
46,441,-1618
44,523,-1514
37,257,-1155
167,-105,-812
74,-318,-513
-99,-284,-525
-181,-265,-839
-5,-31,-1342
-33,409,-1569
93,507,-1522
107,320,-1180
140,23,-925
-56,-415,-476
-33,-327,-530
-169,-156,-812
-93,17,-1239
17,277,-1542
76,474,-1585
60,413,-1298
27,95,-878
128,-370,-532
-29,-447,-534
-185,-220,-726
-173,-81,-1151
-58,345,-1551
-7,493,-1657
27,454,-1274
179,58,-935
72,-322,-624
-68,-431,-443
-68,-351,-661
-124,37,-1161
-185,273,-1534
40,525,-1633
146,421,-1352
193,0,-1034
15,-263,-564
-37,-355,-431
-175,-220,-628
-74,-97,-1083
-160,298,-1536
3,382,-1616
189,480,-1395
240,-11,-1011
80,-226,-591
-54,-443,-419
-56,-162,-653
-275,-107,-1005
-169,290,-1467
208,286,-1688
177,597,-1424
228,-21,-1061
19,-210,-599
-29,-448,-415
-210,-56,-630
-148,-150,-1003
-60,126,-1383
259,382,-1711
-3,569,-1452
109,111,-1098
-19,-279,-616
97,-286,-462
-201,-171,-540
-148,-238,-948
-134,29,-1362
230,478,-1735
27,488,-1436
165,251,-1091
-5,-212,-732
50,-284,-460
-220,-298,-528
-142,-128,-942
-74,-42,-1354
74,366,-1641
167,458,-1487
107,366,-1059
111,-111,-841
64,-351,-525
-191,-384,-433
-150,-134,-895
-9,87,-1399
37,74,-1544
212,560,-1530
111,568,-1194
113,-132,-804
23,-470,-470
-121,-298,-560
-101,-197,-806
21,46,-1333
-42,296,-1514
56,327,-1588
46,642,-1163
154,-81,-913
-15,-407,-575
-64,-488,-513
-251,19,-665
66,-68,-1348
-136,251,-1516
27,448,-1512
95,560,-1276
113,-144,-1022
-21,-197,-591
-66,-509,-484
-191,11,-661
9,-72,-1220
-35,253,-1553
29,396,-1565
62,454,-1327
74,87,-1030
66,-236,-669
-46,-433,-411
-111,-46,-642
-193,-85,-1147
-5,263,-1534
-40,290,-1549
212,431,-1397
17,275,-1003
146,-320,-732
64,-532,-390
-152,-13,-591
-126,-76,-1069
-17,74,-1553
7,378,-1569
150,597,-1391
13,206,-1102
89,-187,-696
37,-495,-396
-42,-158,-634
-189,-230,-993
-183,203,-1430
162,167,-1637
-21,771,-1417
35,152,-1124
111,-15,-616
212,-698,-513
-181,-64,-599
-304,-333,-948
-128,224,-1383
173,310,-1610
-25,585,-1489
144,255,-1077
158,-165,-747
115,-564,-489
-216,-214,-581
-386,-76,-933
-39,-50,-1311
238,413,-1567
64,466,-1602
113,368,-1087
105,-167,-817
87,-439,-523
-150,-316,-509
-267,-124,-769
91,13,-1305
185,306,-1596
-132,562,-1549
226,286,-1120
48,-25,-878
152,-454,-630
-261,-279,-407
-54,-150,-769
-97,72,-1186
165,165,-1696
-197,554,-1551
195,238,-1175
-31,60,-806
267,-331,-638
-138,-333,-478
-87,-273,-673
-197,44,-1177
107,322,-1704
-107,441,-1547
218,292,-1198
31,70,-927
169,-286,-648
-175,-372,-464
-128,-201,-651
-70,1,-1161
-60,275,-1620
11,388,-1563
124,365,-1260
91,128,-1011
226,-203,-683
-74,-464,-450
5,-275,-593
-111,-37,-1065
-105,267,-1641
121,288,-1545
37,501,-1300
148,150,-1122
107,-204,-667
-83,-372,-433
-72,-296,-593
-146,-29,-1059
-165,171,-1497
169,351,-1567
-23,507,-1407
130,179,-1153
-39,-171,-640
165,-456,-484
-142,-165,-583
-171,-224,-981
-208,286,-1415
113,247,-1575
-3,706,-1534
115,101,-1073
95,-121,-759
158,-470,-525
-232,-113,-452
-119,-368,-972
-167,230,-1372
83,380,-1612
31,603,-1471
240,201,-1173
46,-140,-796
212,-310,-564
-308,-378,-462
-37,-185,-843
-113,134,-1301
115,437,-1641
-48,288,-1557
220,349,-1161
154,-62,-823
234,-310,-689
-456,-386,-359
-29,-187,-776
-249,201,-1274
128,329,-1694
-121,308,-1553
111,489,-1147
247,-150,-958
35,-357,-628
-345,-333,-361
-62,-201,-698
-54,185,-1309
9,286,-1586
-54,406,-1575
39,441,-1255
171,-40,-956
87,-335,-523
-119,-407,-501
-185,-286,-609
-87,66,-1208
48,337,-1575
-58,361,-1631
85,439,-1169
347,-5,-1093
-80,-160,-585
-54,-556,-495
-302,-64,-530
119,-154,-1173
83,263,-1588
-11,478,-1555
146,222,-1272
204,130,-1139
-50,-140,-651
-89,-527,-331
-81,-218,-550
-113,-58,-1153
-33,316,-1530
-109,368,-1516
234,386,-1456
-60,210,-976
175,-324,-774
-27,-493,-327
-54,-105,-540
-257,-236,-1059
31,324,-1571
-128,407,-1506
208,554,-1469
-13,158,-1085
156,-271,-753
-21,-466,-314
-33,-232,-532
-214,-132,-1003
-91,224,-1489
-124,296,-1563
185,692,-1450
29,15,-1163
0,-83,-710
-15,-448,-406
-261,-242,-532
-351,-115,-979
-259,183,-1368
-95,357,-1631
-89,447,-1503
-44,216,-1139
-31,-115,-728
-95,-370,-458
-607,-407,-417
-394,33,-968
-441,124,-1309
-142,530,-1682
-316,238,-1547
-177,431,-1059
-91,-197,-884
-331,-316,-562
-710,-501,-378
-488,7,-843
-415,255,-1350
-284,484,-1643
-382,204,-1534
-187,380,-1210
-355,64,-899
-404,-372,-486
-503,-468,-447
-357,-72,-745
-374,286,-1315
-296,298,-1641
-398,265,-1592
-154,253,-1268
-179,234,-835
-210,-394,-599
-523,-366,-366
-304,-138,-759
-491,257,-1344
-292,257,-1649
-372,322,-1501
62,413,-1348
-195,144,-790
-76,-497,-601
-374,-345,-443
-300,-158,-743
-394,148,-1214
-162,290,-1670
-121,361,-1588
119,552,-1309
-33,27,-899
156,-411,-585
-167,-365,-427
-111,-122,-691
-70,-89,-1149
156,283,-1610
191,431,-1668
216,478,-1303
236,-3,-936
292,-339,-630
40,-333,-447
-48,-87,-669
-58,-97,-1118
76,144,-1590
119,528,-1624
119,335,-1292
97,93,-923
126,-347,-622
-76,-316,-388
-183,-179,-593
-152,-39,-1044
-29,201,-1567
68,427,-1706
27,425,-1344
7,107,-958
44,-322,-714
-115,-376,-445
-226,-142,-603
-214,-50,-1015
-107,142,-1512
35,439,-1706
-25,396,-1362
97,122,-999
-5,-173,-694
-95,-413,-472
-191,-244,-597
-181,-78,-940
-144,206,-1495
99,390,-1700
-50,425,-1399
146,76,-1007
42,-212,-696
-52,-333,-488
-154,-208,-560
-183,-195,-880
-169,185,-1391
60,458,-1704
-31,372,-1446
158,130,-1077
48,-107,-749
33,-482,-501
-169,-199,-534
-179,-162,-872
-146,146,-1413
42,423,-1663
-107,493,-1407
201,201,-1134
39,-121,-792
29,-491,-482
-150,-177,-478
-146,-117,-874
-121,91,-1417
103,322,-1663
-40,521,-1458
275,277,-1177
-25,-42,-765
122,-511,-509
-167,-199,-482
-78,-115,-876
-83,144,-1354
68,228,-1610
27,486,-1460
265,318,-1171
0,-29,-761
158,-448,-525
-105,-322,-569
-81,-66,-876
-52,70,-1300
80,226,-1594
64,519,-1499
204,281,-1198
-15,25,-778
175,-425,-579
-111,-404,-585
-134,-40,-835
-117,50,-1231
99,222,-1567
23,489,-1530
154,333,-1247
-15,46,-790
156,-417,-609
-83,-370,-620
-115,-72,-804
-132,19,-1173
46,277,-1563
-23,489,-1555
136,310,-1235
-44,42,-819
138,-374,-632
-78,-374,-569
-128,-60,-761
-189,-46,-1145
-37,294,-1555
-13,480,-1563
101,357,-1268
-21,5,-823
142,-335,-665
-138,-388,-517
-111,-130,-771
-214,-3,-1089
-13,244,-1542
15,509,-1571
115,388,-1280
19,7,-882
142,-286,-718
-97,-407,-540
-132,-187,-739
-148,-54,-1067
-37,265,-1506
25,454,-1585
58,409,-1286
80,78,-899
128,-279,-753
-62,-427,-505
-134,-234,-692
-111,-5,-1013
-37,228,-1503
46,452,-1604
56,376,-1290
136,68,-927
111,-160,-780
-3,-474,-556
-165,-228,-642
-87,-37,-1013
-60,253,-1446
83,396,-1573
15,396,-1292
222,109,-970
66,-165,-776
5,-454,-568
-148,-304,-601
-85,5,-993
-87,218,-1423
130,409,-1573
-7,339,-1339
249,183,-1003
29,-74,-782
64,-505,-609
-201,-284,-581
-80,-87,-974
-115,259,-1378
97,337,-1544
13,347,-1376
253,242,-1077
9,-126,-765
62,-441,-610
-212,-308,-568
-74,-64,-948
-119,240,-1319
68,288,-1549
15,361,-1401
222,271,-1098
-21,-76,-782
101,-456,-622
-214,-306,-587
-81,-87,-911
-130,261,-1313
74,244,-1526
35,388,-1438
201,308,-1159
-21,-97,-810
72,-396,-634
-175,-335,-593
-138,-66,-854
-162,169,-1270
25,216,-1506
33,476,-1458
115,296,-1179
-58,-44,-812
95,-392,-669
-156,-283,-609
-136,-80,-808
-128,117,-1239
46,167,-1516
-62,482,-1448
-56,460,-1196
-609,-107,-866
-530,-425,-562
-577,-208,-548
-966,87,-911
-1116,-91,-1253
-1126,333,-1563
-1112,747,-1446
-1288,296,-1177
-1159,44,-782
-911,-482,-573
-1235,-89,-515
-1460,-15,-761
-1216,23,-1139
-911,224,-1608
-1028,614,-1706
-1030,466,-1325
-874,-165,-964
-765,-232,-714
-983,-122,-661
-948,52,-853
-1073,-361,-1091
-862,452,-1405
-675,794,-1817
-724,269,-1415
-874,-519,-595
-794,-78,-335
-685,191,-618
-1081,-148,-792
-1280,-218,-899
-694,325,-1702
-650,1059,-2000
-1260,0,-1220
-1180,-294,-425
-829,-732,-540
-1278,195,-489
-1719,136,-575
-1649,52,-1013
-923,70,-1959
-1225,954,-1946
-1446,491,-1061
-1163,-329,-509
-991,-790,-579
-1303,-25,-527
-1489,286,-786
-1307,134,-1247
-942,167,-1985
-1024,767,-1963
-1139,425,-1198
-1024,-42,-488
-1040,-704,-396
-1169,-130,-511
-1161,327,-827
-1106,78,-1220
-835,228,-1752
-609,692,-1797
-968,359,-1100
-868,-361,-353
-925,-708,-486
-1054,-85,-579
-1348,183,-817
-1307,52,-1262
-1177,273,-1721
-954,895,-1782
-1337,421,-1151
-1262,-300,-368
-1286,-691,-298
-1212,-259,-589
-1401,189,-981
-1520,-50,-1243
-1342,579,-1637
-823,687,-1967
-1208,495,-1419
-1370,-372,-513
-1167,-370,-382
-968,-247,-798
-1647,259,-1001
-1479,-29,-1106
-1196,443,-1608
-862,712,-1871
-1307,345,-1440
-1421,-163,-484
-1329,-437,-224
-1204,-44,-659
-1360,189,-831
-1155,-152,-1208
-1251,427,-1594
-1184,780,-1180
-1180,-331,-550
-1241,-536,-210
-981,-501,-683
-1604,493,-776
-1555,-150,-1223
-1378,466,-1448
-862,560,-1944
-1298,550,-1405
-1257,-124,-585
-1323,-261,-134
-806,-421,-757
-1329,-27,-1073
-1549,-9,-1251
-1456,480,-1423
-726,452,-2024
-661,659,-1491
-1188,-458,-663
-925,-72,54
-425,-271,-609
-566,187,-1026
-935,-208,-1200
-452,685,-1549
-25,292,-2233
-316,31,-1223
-636,-341,-146
-167,-197,-218
-40,-132,-757
-249,163,-866
-44,351,-1303
29,89,-1875
204,126,-1735
203,58,-860
140,-140,-277
-62,-380,-261
160,-333,-683
121,312,-1198
210,368,-1600
171,497,-1700
503,-247,-1618
365,-103,-919
310,-201,-273
823,-15,-212
1057,-183,-905
546,-29,-1434
1512,87,-1163
1401,589,-1706
1975,-337,-1659
1290,-160,-782
1676,-130,-320
1184,-181,-536
1270,-296,-919
1262,124,-1401
1290,-7,-1637
925,569,-1536
1032,-44,-1280
1198,-103,-595
892,-279,-234
728,132,-214
774,-296,-757
882,-361,-1260
599,488,-1567
874,511,-1545
894,-152,-1409
1032,-99,-927
589,-95,-488
710,122,-406
648,-571,-823
899,-115,-1333
778,314,-1627
665,714,-1542
800,-195,-1335
1198,-304,-927
1059,58,-562
925,74,-386
851,-279,-751
1364,-544,-1358
1104,210,-1709
1249,780,-1575
1216,-265,-1368
1374,-251,-880
1110,74,-530
907,-105,-411
1007,-357,-597
1300,-249,-1214
1155,325,-1532
1024,286,-1344
1124,-187,-1091
1385,-316,-938
1337,-169,-737
909,124,-597
853,-269,-704
1081,-525,-1180
1022,384,-1555
917,712,-1532
964,-64,-1294
1229,-333,-1093
968,-169,-778
833,322,-374
876,-322,-493
1380,-445,-1206
1180,81,-1606
1032,671,-1409
1241,265,-1233
1745,-286,-1255
1376,-60,-983
1157,160,-482
1032,-269,-511
1477,-523,-1087
1124,-23,-1520
1169,730,-1325
1315,163,-1233
1592,-177,-1081
1309,-167,-714
1106,78,-284
1141,-314,-368
1563,-419,-1081
1323,234,-1536
1016,443,-1469
1161,-3,-1264
1606,-292,-1323
1428,35,-968
948,169,-425
878,-484,-368
1413,-610,-1015
1198,363,-1473
1057,661,-1364
995,-7,-1335
1520,-402,-1253
1106,95,-1007
954,58,-427
730,-308,-507
1081,-548,-1182
634,247,-1545
759,491,-1374
653,308,-1356
923,-376,-1358
599,78,-854
642,171,-224
638,-347,-343
683,-601,-942
609,216,-1294
597,484,-1354
624,228,-1456
743,-378,-1395
663,68,-954
511,85,-441
406,-302,-509
339,-417,-974
404,17,-1298
214,505,-1323
329,304,-1383
370,-183,-1313
402,39,-823
173,27,-374
165,-245,-480
171,-366,-936
224,83,-1323
103,521,-1444
220,247,-1506
253,-5,-1401
253,21,-935
68,105,-415
91,-288,-413
-29,-343,-741
62,0,-1104
9,415,-1243
107,273,-1372
115,11,-1253
185,-13,-833
74,64,-406
128,-203,-433
19,-281,-728
126,-19,-1077
46,407,-1243
165,247,-1325
179,115,-1196
300,23,-794
101,29,-337
126,-271,-292
50,-310,-589
171,21,-966
121,310,-1196
193,308,-1323
220,181,-1237
314,21,-907
214,1,-495
140,-226,-388
13,-238,-568
85,-74,-933
29,214,-1169
91,253,-1282
52,238,-1161
183,80,-890
74,-17,-495
44,-214,-312
-46,-191,-511
58,-56,-890
46,150,-1182
66,228,-1300
70,308,-1206
226,21,-952
99,-21,-527
19,-242,-294
-54,-160,-380
-19,-103,-790
0,87,-1095
-11,286,-1206
33,322,-1169
119,72,-976
81,-107,-575
9,-238,-322
-11,-191,-400
9,-119,-800
50,58,-1118
23,302,-1227
72,329,-1188
101,91,-1003
72,-121,-599
-3,-177,-286
-13,-185,-341
-70,-124,-702
17,40,-1063
-1,271,-1225
42,355,-1194
119,140,-1048
121,-85,-704
17,-234,-355
-17,-142,-322
-37,-83,-708
19,-11,-1085
-54,240,-1212
29,343,-1198
72,169,-1054
78,-85,-696
-25,-132,-335
-54,-185,-322
-126,-107,-638
-33,25,-1056
-103,259,-1210
-37,372,-1218
37,240,-1083
39,-9,-755
-81,-179,-325
-119,-160,-228
-136,-93,-544
-44,-66,-974
-99,226,-1145
-37,394,-1173
27,263,-1059
80,-56,-733
-7,-109,-331
-37,-189,-273
-64,-130,-554
15,-39,-944
-27,154,-1163
25,322,-1220
64,267,-1097
126,5,-827
31,-144,-394
-31,-210,-228
-72,-95,-486
42,-56,-970
-27,150,-1163
7,335,-1243
70,265,-1157
193,-44,-847
37,-99,-402
